"record_id","scope","facility_id","facility_name","period_start","period_end","source_type","energy_type","fuel_type","quantity","unit","supplier_name","invoice_number","asset_id","meter_number","grid_region","country","state","contract_type","notes"
"S2-0041","scope2","FAC-001","Delhi Plant","2026-05-01","2026-05-31","","electricity","","19620","kWh","Tata Power","EB-20041","","MTR-1001","India Grid","India","Delhi","standard_grid","Monthly electricity bill"
"S2-0042","scope2","FAC-002","Mumbai Office","2026-05-01","2026-05-31","","electricity","","13780","kWh","Adani Electricity","EB-20042","","MTR-1002","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0043","scope2","FAC-003","Bengaluru Hub","2026-05-01","2026-05-31","","electricity","","15360","kWh","BESCOM","EB-20043","","MTR-1003","India Grid","India","Karnataka","standard_grid","Monthly electricity bill"
"S2-0044","scope2","FAC-004","Chennai Warehouse","2026-05-01","2026-05-31","","electricity","","17870","kWh","TANGEDCO","EB-20044","","MTR-1004","India Grid","India","Tamil Nadu","standard_grid","Warehouse electricity consumption"
"S2-0045","scope2","FAC-005","Kolkata Branch","2026-05-01","2026-05-31","","electricity","","12790","kWh","CESC","EB-20045","","MTR-1005","India Grid","India","West Bengal","standard_grid","Monthly electricity bill"
"S2-0046","scope2","FAC-006","Hyderabad Plant","2026-05-01","2026-05-31","","electricity","","20310","kWh","TSSPDCL","EB-20046","","MTR-1006","India Grid","India","Telangana","green_tariff","Plant electricity usage"
"S2-0047","scope2","FAC-007","Pune Office","2026-05-01","2026-05-31","","electricity","","11720","kWh","MSEDCL","EB-20047","","MTR-1007","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0048","scope2","FAC-008","Ahmedabad Depot","2026-05-01","2026-05-31","","electricity","","16280","kWh","UGVCL","EB-20048","","MTR-1008","India Grid","India","Gujarat","standard_grid","Depot electricity bill"
"S2-0049","scope2","FAC-009","Jaipur Center","2026-05-01","2026-05-31","","electricity","","14230","kWh","JVVNL","EB-20049","","MTR-1009","India Grid","India","Rajasthan","standard_grid","Monthly electricity bill"
"S2-0050","scope2","FAC-010","Lucknow Facility","2026-05-01","2026-05-31","","electricity","","18590","kWh","UPPCL","EB-20050","","MTR-1010","India Grid","India","Uttar Pradesh","standard_grid","Facility electricity usage"
"S2-0051","scope2","FAC-001","Delhi Plant","2026-06-01","2026-06-30","","electricity","","20140","kWh","Tata Power","EB-20051","","MTR-1001","India Grid","India","Delhi","standard_grid","Monthly electricity bill"
"S2-0052","scope2","FAC-002","Mumbai Office","2026-06-01","2026-06-30","","electricity","","14190","kWh","Adani Electricity","EB-20052","","MTR-1002","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0053","scope2","FAC-003","Bengaluru Hub","2026-06-01","2026-06-30","","electricity","","15790","kWh","BESCOM","EB-20053","","MTR-1003","India Grid","India","Karnataka","standard_grid","Monthly electricity bill"
"S2-0054","scope2","FAC-004","Chennai Warehouse","2026-06-01","2026-06-30","","electricity","","18220","kWh","TANGEDCO","EB-20054","","MTR-1004","India Grid","India","Tamil Nadu","standard_grid","Warehouse electricity consumption"
"S2-0055","scope2","FAC-005","Kolkata Branch","2026-06-01","2026-06-30","","electricity","","13110","kWh","CESC","EB-20055","","MTR-1005","India Grid","India","West Bengal","standard_grid","Monthly electricity bill"
"S2-0056","scope2","FAC-006","Hyderabad Plant","2026-06-01","2026-06-30","","electricity","","20760","kWh","TSSPDCL","EB-20056","","MTR-1006","India Grid","India","Telangana","green_tariff","Plant electricity usage"
"S2-0057","scope2","FAC-007","Pune Office","2026-06-01","2026-06-30","","electricity","","12090","kWh","MSEDCL","EB-20057","","MTR-1007","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0058","scope2","FAC-008","Ahmedabad Depot","2026-06-01","2026-06-30","","electricity","","16610","kWh","UGVCL","EB-20058","","MTR-1008","India Grid","India","Gujarat","standard_grid","Depot electricity bill"
"S2-0059","scope2","FAC-009","Jaipur Center","2026-06-01","2026-06-30","","electricity","","14590","kWh","JVVNL","EB-20059","","MTR-1009","India Grid","India","Rajasthan","standard_grid","Monthly electricity bill"
"S2-0060","scope2","FAC-010","Lucknow Facility","2026-06-01","2026-06-30","","electricity","","19020","kWh","UPPCL","EB-20060","","MTR-1010","India Grid","India","Uttar Pradesh","standard_grid","Facility electricity usage"
"S2-0061","scope2","FAC-001","Delhi Plant","2026-07-01","2026-07-31","","electricity","","20630","kWh","Tata Power","EB-20061","","MTR-1001","India Grid","India","Delhi","standard_grid","Monthly electricity bill"
"S2-0062","scope2","FAC-002","Mumbai Office","2026-07-01","2026-07-31","","electricity","","14540","kWh","Adani Electricity","EB-20062","","MTR-1002","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0063","scope2","FAC-003","Bengaluru Hub","2026-07-01","2026-07-31","","electricity","","16120","kWh","BESCOM","EB-20063","","MTR-1003","India Grid","India","Karnataka","standard_grid","Monthly electricity bill"
"S2-0064","scope2","FAC-004","Chennai Warehouse","2026-07-01","2026-07-31","","electricity","","18680","kWh","TANGEDCO","EB-20064","","MTR-1004","India Grid","India","Tamil Nadu","standard_grid","Warehouse electricity consumption"
"S2-0065","scope2","FAC-005","Kolkata Branch","2026-07-01","2026-07-31","","electricity","","13440","kWh","CESC","EB-20065","","MTR-1005","India Grid","India","West Bengal","standard_grid","Monthly electricity bill"
"S2-0066","scope2","FAC-006","Hyderabad Plant","2026-07-01","2026-07-31","","electricity","","21230","kWh","TSSPDCL","EB-20066","","MTR-1006","India Grid","India","Telangana","green_tariff","Plant electricity usage"
"S2-0067","scope2","FAC-007","Pune Office","2026-07-01","2026-07-31","","electricity","","12430","kWh","MSEDCL","EB-20067","","MTR-1007","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0068","scope2","FAC-008","Ahmedabad Depot","2026-07-01","2026-07-31","","electricity","","16970","kWh","UGVCL","EB-20068","","MTR-1008","India Grid","India","Gujarat","standard_grid","Depot electricity bill"
"S2-0069","scope2","FAC-009","Jaipur Center","2026-07-01","2026-07-31","","electricity","","14970","kWh","JVVNL","EB-20069","","MTR-1009","India Grid","India","Rajasthan","standard_grid","Monthly electricity bill"
"S2-0070","scope2","FAC-010","Lucknow Facility","2026-07-01","2026-07-31","","electricity","","19460","kWh","UPPCL","EB-20070","","MTR-1010","India Grid","India","Uttar Pradesh","standard_grid","Facility electricity usage"
"S2-0071","scope2","FAC-001","Delhi Plant","2026-08-01","2026-08-31","","electricity","","20480","kWh","Tata Power","EB-20071","","MTR-1001","India Grid","India","Delhi","standard_grid","Monthly electricity bill"
"S2-0072","scope2","FAC-002","Mumbai Office","2026-08-01","2026-08-31","","electricity","","14390","kWh","Adani Electricity","EB-20072","","MTR-1002","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0073","scope2","FAC-003","Bengaluru Hub","2026-08-01","2026-08-31","","electricity","","15980","kWh","BESCOM","EB-20073","","MTR-1003","India Grid","India","Karnataka","standard_grid","Monthly electricity bill"
"S2-0074","scope2","FAC-004","Chennai Warehouse","2026-08-01","2026-08-31","","electricity","","18490","kWh","TANGEDCO","EB-20074","","MTR-1004","India Grid","India","Tamil Nadu","standard_grid","Warehouse electricity consumption"
"S2-0075","scope2","FAC-005","Kolkata Branch","2026-08-01","2026-08-31","","electricity","","13320","kWh","CESC","EB-20075","","MTR-1005","India Grid","India","West Bengal","standard_grid","Monthly electricity bill"
"S2-0076","scope2","FAC-006","Hyderabad Plant","2026-08-01","2026-08-31","","electricity","","21080","kWh","TSSPDCL","EB-20076","","MTR-1006","India Grid","India","Telangana","green_tariff","Plant electricity usage"
"S2-0077","scope2","FAC-007","Pune Office","2026-08-01","2026-08-31","","electricity","","12310","kWh","MSEDCL","EB-20077","","MTR-1007","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0078","scope2","FAC-008","Ahmedabad Depot","2026-08-01","2026-08-31","","electricity","","16840","kWh","UGVCL","EB-20078","","MTR-1008","India Grid","India","Gujarat","standard_grid","Depot electricity bill"
"S2-0079","scope2","FAC-009","Jaipur Center","2026-08-01","2026-08-31","","electricity","","14810","kWh","JVVNL","EB-20079","","MTR-1009","India Grid","India","Rajasthan","standard_grid","Monthly electricity bill"
"S2-0080","scope2","FAC-010","Lucknow Facility","2026-08-01","2026-08-31","","electricity","","19290","kWh","UPPCL","EB-20080","","MTR-1010","India Grid","India","Uttar Pradesh","standard_grid","Facility electricity usage"
"S2-0081","scope2","FAC-001","Delhi Plant","2026-09-01","2026-09-30","","electricity","","19890","kWh","Tata Power","EB-20081","","MTR-1001","India Grid","India","Delhi","standard_grid","Monthly electricity bill"
"S2-0082","scope2","FAC-002","Mumbai Office","2026-09-01","2026-09-30","","electricity","","13980","kWh","Adani Electricity","EB-20082","","MTR-1002","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0083","scope2","FAC-003","Bengaluru Hub","2026-09-01","2026-09-30","","electricity","","15420","kWh","BESCOM","EB-20083","","MTR-1003","India Grid","India","Karnataka","standard_grid","Monthly electricity bill"
"S2-0084","scope2","FAC-004","Chennai Warehouse","2026-09-01","2026-09-30","","electricity","","17960","kWh","TANGEDCO","EB-20084","","MTR-1004","India Grid","India","Tamil Nadu","standard_grid","Warehouse electricity consumption"
"S2-0085","scope2","FAC-005","Kolkata Branch","2026-09-01","2026-09-30","","electricity","","12960","kWh","CESC","EB-20085","","MTR-1005","India Grid","India","West Bengal","standard_grid","Monthly electricity bill"
"S2-0086","scope2","FAC-006","Hyderabad Plant","2026-09-01","2026-09-30","","electricity","","20520","kWh","TSSPDCL","EB-20086","","MTR-1006","India Grid","India","Telangana","green_tariff","Plant electricity usage"
"S2-0087","scope2","FAC-007","Pune Office","2026-09-01","2026-09-30","","electricity","","11980","kWh","MSEDCL","EB-20087","","MTR-1007","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0088","scope2","FAC-008","Ahmedabad Depot","2026-09-01","2026-09-30","","electricity","","16330","kWh","UGVCL","EB-20088","","MTR-1008","India Grid","India","Gujarat","standard_grid","Depot electricity bill"
"S2-0089","scope2","FAC-009","Jaipur Center","2026-09-01","2026-09-30","","electricity","","14410","kWh","JVVNL","EB-20089","","MTR-1009","India Grid","India","Rajasthan","standard_grid","Monthly electricity bill"
"S2-0090","scope2","FAC-010","Lucknow Facility","2026-09-01","2026-09-30","","electricity","","18730","kWh","UPPCL","EB-20090","","MTR-1010","India Grid","India","Uttar Pradesh","standard_grid","Facility electricity usage"
"S2-0091","scope2","FAC-001","Delhi Plant","2026-10-01","2026-10-31","","electricity","","19070","kWh","Tata Power","EB-20091","","MTR-1001","India Grid","India","Delhi","standard_grid","Monthly electricity bill"
"S2-0092","scope2","FAC-002","Mumbai Office","2026-10-01","2026-10-31","","electricity","","13490","kWh","Adani Electricity","EB-20092","","MTR-1002","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0093","scope2","FAC-003","Bengaluru Hub","2026-10-01","2026-10-31","","electricity","","14860","kWh","BESCOM","EB-20093","","MTR-1003","India Grid","India","Karnataka","standard_grid","Monthly electricity bill"
"S2-0094","scope2","FAC-004","Chennai Warehouse","2026-10-01","2026-10-31","","electricity","","17310","kWh","TANGEDCO","EB-20094","","MTR-1004","India Grid","India","Tamil Nadu","standard_grid","Warehouse electricity consumption"
"S2-0095","scope2","FAC-005","Kolkata Branch","2026-10-01","2026-10-31","","electricity","","12580","kWh","CESC","EB-20095","","MTR-1005","India Grid","India","West Bengal","standard_grid","Monthly electricity bill"
"S2-0096","scope2","FAC-006","Hyderabad Plant","2026-10-01","2026-10-31","","electricity","","19870","kWh","TSSPDCL","EB-20096","","MTR-1006","India Grid","India","Telangana","green_tariff","Plant electricity usage"
"S2-0097","scope2","FAC-007","Pune Office","2026-10-01","2026-10-31","","electricity","","11540","kWh","MSEDCL","EB-20097","","MTR-1007","India Grid","India","Maharashtra","standard_grid","Office electricity consumption"
"S2-0098","scope2","FAC-008","Ahmedabad Depot","2026-10-01","2026-10-31","","electricity","","15780","kWh","UGVCL","EB-20098","","MTR-1008","India Grid","India","Gujarat","standard_grid","Depot electricity bill"
"S2-0099","scope2","FAC-009","Jaipur Center","2026-10-01","2026-10-31","","electricity","","13920","kWh","JVVNL","EB-20099","","MTR-1009","India Grid","India","Rajasthan","standard_grid","Monthly electricity bill"
"S2-0100","scope2","FAC-010","Lucknow Facility","2026-10-01","2026-10-31","","electricity","","18180","kWh","UPPCL","EB-20100","","MTR-1010","India Grid","India","Uttar Pradesh","standard_grid","Facility electricity usage"
